Date,pred,actual
2025-07-16,14509.385172464334,16252.099609375
2025-07-17,14483.614108482212,16271.2001953125
2025-07-18,14454.051332419282,16329.7001953125
2025-07-21,14405.511695524738,16321.0
2025-07-22,14357.938307426182,16329.5
2025-07-23,14280.452099721988,16245.2998046875
2025-07-24,14182.108715861285,16266.099609375
2025-07-25,14132.812248649507,16307.0
2025-07-28,14069.968221855961,16353.0
2025-07-29,14088.692004424276,16398.80078125
2025-07-30,14137.387084741911,16367.900390625
2025-07-31,14133.390207716971,16426.80078125
2025-08-01,14186.328079279465,16483.0
2025-08-04,14218.715925649856,16483.0
2025-08-05,14223.625884981613,16362.0
2025-08-06,14220.267502640825,16377.5
2025-08-07,14208.997521239575,16334.7001953125
2025-08-08,14219.816552796696,16300.0
2025-08-11,14180.581635956984,16249.0
2025-08-12,14128.524660358218,16298.0
2025-08-13,14036.907396782433,16248.2001953125
2025-08-14,13927.79360376903,16109.0
2025-08-15,13957.885705307783,16169.0
2025-08-18,13972.382205366164,16196.0
2025-08-19,13973.493259751067,16205.400390625
2025-08-20,13971.888418799006,16275.2001953125
2025-08-21,13976.770894729934,16263.599609375
2025-08-22,13968.731312963642,16339.7001953125
2025-08-25,13974.27803974583,16227.0
2025-08-26,13978.862033491587,16267.0
2025-08-27,13973.129601847337,16299.2001953125
2025-08-28,13974.373885192754,16314.0
2025-08-29,13983.580249955467,16344.2998046875
2025-09-01,13985.608679091667,16409.0
2025-09-02,14020.288146178516,16405.19921875
2025-09-03,14021.972753095635,16443.900390625
2025-09-04,14020.884777804253,16463.0
2025-09-05,14001.426632104016,16452.099609375
2025-09-08,14009.6391783917,16392.0
2025-09-09,14059.082518379291,16446.099609375
2025-09-10,14068.305467876049,16449.900390625
2025-09-11,14032.62166563792,16439.0
2025-09-12,14026.231410997227,16413.599609375
2025-09-15,14011.862747590025,16401.0
2025-09-16,14030.072808209216,16364.599609375
2025-09-17,14014.107351402072,16398.099609375
2025-09-18,14007.650987606321,16418.599609375
2025-09-19,13988.898642005428,16569.099609375
2025-09-22,13981.267346243025,16637.0
2025-09-23,13996.12862911686,16582.0
2025-09-24,13966.94520698636,16633.0
2025-09-25,13972.39679207122,16695.099609375
2025-09-26,13981.892876982693,16759.099609375
2025-09-29,13966.415547012548,16723.0
2025-09-30,13991.163621351348,16628.0
2025-10-01,13992.216637174684,16683.0
2025-10-02,13977.789532377843,16644.099609375
